texto_reclamacao,categoria,empresa,estado,valor_envolvido,tempo_resposta_dias
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,GO,1667.39,5.2
Cobraram valor a mais na fatura,Cobrança Indevida,SuperCompras,SP,238.46,6.0
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,CE,28.37,9.3
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,RJ,351.94,3.6
Defeito na tela do celular,Produto Defeituoso,FastDelivery,PR,1032.2,3.6
Produto não foi entregue no prazo,Entrega,TechMart,CE,598.49,3.0
Não recebi o produto comprado,Entrega,EletroMax,RJ,529.04,1.1
Produto chegou muito atrasado,Entrega,MegaStore,SC,268.58,1.5
Produto não foi entregue no prazo,Entrega,FastDelivery,SP,127.87,3.1
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,RJ,334.03,3.5
Atendente não soube me informar,Atendimento,EletroMax,BA,61.34,6.0
Taxa não informada na contratação,Cobrança Indevida,TechMart,CE,273.46,9.7
Entregador foi mal educado,Entrega,MegaStore,RJ,560.07,2.0
Defeito na tela do celular,Produto Defeituoso,FastDelivery,PE,71.06,10.8
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,GO,276.34,8.9
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,SC,27.81,7.2
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,CE,285.98,5.7
Taxa não informada na contratação,Cobrança Indevida,MegaStore,PE,114.78,9.9
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,MG,1329.6,7.6
Valor diferente do acordado,Cobrança Indevida,SuperCompras,PE,365.58,7.8
Fui mal atendido na loja física,Atendimento,EletroMax,SP,30.62,13.5
Entregador foi mal educado,Entrega,SuperCompras,MG,429.11,3.8
Produto não foi entregue no prazo,Entrega,EletroMax,RS,592.01,3.5
Entregador foi mal educado,Entrega,MegaStore,PE,500.49,4.7
Valor diferente do acordado,Cobrança Indevida,SuperCompras,GO,454.38,8.4
Cobrança duplicada no cartão,Cobrança Indevida,EletroMax,CE,66.47,5.3
Entrega foi feita no endereço errado,Entrega,FastDelivery,RS,416.11,2.4
Entregador foi mal educado,Entrega,EletroMax,RS,205.64,6.5
Taxa não informada na contratação,Cobrança Indevida,TechMart,PE,260.93,6.4
Cobrança duplicada no cartão,Cobrança Indevida,TechMart,RJ,262.37,2.6
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,PE,127.79,5.2
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,GO,63.59,17.6
Atendimento muito demorado no telefone,Atendimento,TechMart,MG,18.36,5.8
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,CE,472.91,9.1
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,RS,69.69,2.0
Defeito na tela do celular,Produto Defeituoso,MegaStore,PE,1948.12,7.1
Entregador foi mal educado,Entrega,SuperCompras,SC,226.49,6.2
Atendente não soube me informar,Atendimento,TechMart,GO,42.34,1.2
Defeito na tela do celular,Produto Defeituoso,SuperCompras,PE,1780.84,6.1
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,PE,896.4,12.5
Não recebi o produto comprado,Entrega,SuperCompras,GO,249.07,1.3
Taxa não informada na contratação,Cobrança Indevida,TechMart,GO,174.78,5.0
Taxa não informada na contratação,Cobrança Indevida,MegaStore,CE,209.57,3.3
Entrega foi feita no endereço errado,Entrega,EletroMax,PE,227.35,2.1
Fui mal atendido na loja física,Atendimento,EletroMax,RJ,44.8,9.5
Fui mal atendido na loja física,Atendimento,SuperCompras,RS,12.33,3.8
Funcionário foi grosseiro e mal educado,Atendimento,SuperCompras,SP,30.15,2.8
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,SC,148.39,2.5
Produto não foi entregue no prazo,Entrega,EletroMax,PE,418.13,4.3
Produto não foi entregue no prazo,Entrega,TechMart,PR,770.64,4.3
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,CE,1957.62,3.2
Produto chegou muito atrasado,Entrega,EletroMax,RJ,522.33,1.8
Não recebi o produto comprado,Entrega,EletroMax,SP,545.88,1.4
Não consegui resolver meu problema,Atendimento,MegaStore,PE,48.0,8.6
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,TechMart,BA,60.53,10.4
Entrega foi feita no endereço errado,Entrega,TechMart,GO,760.67,2.5
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,MG,427.89,4.0
Não consegui resolver meu problema,Atendimento,FastDelivery,PE,18.84,2.1
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,BA,1847.88,3.7
Produto não corresponde à descrição,Produto Defeituoso,FastDelivery,RS,1667.91,5.9
Produto veio danificado na entrega,Produto Defeituoso,MegaStore,MG,937.15,7.6
Cobrança duplicada no cartão,Cobrança Indevida,MegaStore,PR,329.96,1.1
Entregador foi mal educado,Entrega,SuperCompras,PE,615.56,6.9
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,GO,575.79,10.2
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,SP,371.21,2.4
Produto veio danificado na entrega,Produto Defeituoso,MegaStore,RJ,1062.37,5.2
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,PE,26.3,4.1
Atendente não soube me informar,Atendimento,EletroMax,MG,68.34,14.0
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,BA,57.98,12.8
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,SP,187.33,7.5
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,PR,49.57,2.5
Taxa não informada na contratação,Cobrança Indevida,MegaStore,SP,164.67,6.6
Entregador foi mal educado,Entrega,MegaStore,RS,425.14,4.0
Produto não foi entregue no prazo,Entrega,TechMart,BA,356.62,3.7
Produto não foi entregue no prazo,Entrega,EletroMax,MG,403.65,4.3
Produto chegou muito atrasado,Entrega,EletroMax,SP,96.15,5.3
Entregador foi mal educado,Entrega,FastDelivery,CE,532.92,1.9
Defeito na tela do celular,Produto Defeituoso,TechMart,MG,157.46,13.4
Taxa não informada na contratação,Cobrança Indevida,TechMart,MG,108.03,4.9
Valor diferente do acordado,Cobrança Indevida,TechMart,MG,269.82,8.7
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,CE,1561.9,7.3
Não consegui resolver meu problema,Atendimento,TechMart,SC,77.21,17.0
Defeito na tela do celular,Produto Defeituoso,EletroMax,PR,276.73,8.5
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,MegaStore,SC,1227.81,13.2
Valor diferente do acordado,Cobrança Indevida,MegaStore,SP,481.14,3.9
Atendimento muito demorado no telefone,Atendimento,TechMart,PE,4.01,18.1
Produto veio danificado na entrega,Produto Defeituoso,TechMart,BA,1674.36,10.8
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,SC,651.51,1.3
Produto não foi entregue no prazo,Entrega,EletroMax,RS,543.91,1.1
Cobrança após cancelamento do serviço,Cobrança Indevida,MegaStore,RJ,46.02,7.5
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,SP,441.3,8.3
Produto chegou muito atrasado,Entrega,EletroMax,BA,114.2,3.4
Defeito na tela do celular,Produto Defeituoso,SuperCompras,GO,1226.99,8.1
Defeito na tela do celular,Produto Defeituoso,EletroMax,GO,839.48,8.1
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,PR,1595.16,4.2
Defeito na tela do celular,Produto Defeituoso,SuperCompras,SP,1864.37,12.7
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,BA,1002.2,5.7
Atendente não soube me informar,Atendimento,TechMart,CE,78.39,7.2
Atendimento muito demorado no telefone,Atendimento,SuperCompras,MG,95.91,18.7
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,SP,584.38,12.8
Fui mal atendido na loja física,Atendimento,MegaStore,PE,22.46,10.5
Entregador foi mal educado,Entrega,FastDelivery,GO,341.58,3.4
Produto chegou com defeito de fábrica,Produto Defeituoso,SuperCompras,MG,1202.29,14.8
Fui mal atendido na loja física,Atendimento,TechMart,PE,25.26,16.8
Cobrança duplicada no cartão,Cobrança Indevida,SuperCompras,CE,260.28,8.7
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,PE,417.83,8.1
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,PR,11.34,14.7
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,GO,419.47,3.5
Entrega foi feita no endereço errado,Entrega,MegaStore,RS,447.57,1.9
Atendente não soube me informar,Atendimento,MegaStore,RS,73.43,8.1
Atendimento muito demorado no telefone,Atendimento,TechMart,PE,70.57,10.3
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,EletroMax,SP,194.64,3.7
Cobrança após cancelamento do serviço,Cobrança Indevida,MegaStore,RJ,498.84,9.0
Fui mal atendido na loja física,Atendimento,MegaStore,CE,99.74,6.3
Produto chegou muito atrasado,Entrega,SuperCompras,RJ,476.78,6.4
Fui mal atendido na loja física,Atendimento,TechMart,BA,18.79,12.9
Atendimento muito demorado no telefone,Atendimento,MegaStore,PR,17.88,18.1
Não consegui resolver meu problema,Atendimento,FastDelivery,SP,92.63,19.3
Produto veio danificado na entrega,Produto Defeituoso,FastDelivery,PE,1472.56,5.9
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,PE,44.04,18.1
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,SP,273.11,9.0
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,BA,1136.16,13.5
Produto chegou com defeito de fábrica,Produto Defeituoso,SuperCompras,BA,562.25,3.3
Produto não foi entregue no prazo,Entrega,FastDelivery,SP,276.08,4.6
Entrega foi feita no endereço errado,Entrega,EletroMax,SC,468.35,5.9
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,RS,264.84,11.1
Produto não corresponde à descrição,Produto Defeituoso,EletroMax,PR,1025.7,6.0
Produto não corresponde à descrição,Produto Defeituoso,EletroMax,RJ,1679.78,6.8
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,GO,1079.23,8.2
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,PR,7.36,2.0
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,MG,286.65,7.7
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,SP,62.08,14.7
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,FastDelivery,PE,325.97,13.4
Cobraram valor a mais na fatura,Cobrança Indevida,TechMart,MG,425.5,9.1
Defeito na tela do celular,Produto Defeituoso,EletroMax,SP,244.97,1.5
Valor diferente do acordado,Cobrança Indevida,FastDelivery,MG,286.01,7.9
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,BA,133.79,5.0
Entregador foi mal educado,Entrega,MegaStore,SC,740.18,3.6
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,MG,395.95,2.5
Entregador foi mal educado,Entrega,SuperCompras,GO,72.19,3.5
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,GO,400.31,14.4
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,SC,1149.54,8.2
Valor diferente do acordado,Cobrança Indevida,FastDelivery,PR,84.07,8.3
Taxa não informada na contratação,Cobrança Indevida,TechMart,RJ,102.21,7.7
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,RS,15.83,14.1
Defeito na tela do celular,Produto Defeituoso,TechMart,CE,1509.33,4.7
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,RS,78.34,2.1
Produto não corresponde à descrição,Produto Defeituoso,FastDelivery,PE,1966.03,8.4
Não consegui resolver meu problema,Atendimento,TechMart,BA,50.39,14.5
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,CE,498.12,11.5
Produto não corresponde à descrição,Produto Defeituoso,EletroMax,CE,938.23,1.4
Defeito na tela do celular,Produto Defeituoso,FastDelivery,GO,622.58,6.6
Fui mal atendido na loja física,Atendimento,EletroMax,PR,58.14,11.4
Produto não foi entregue no prazo,Entrega,FastDelivery,CE,532.24,5.4
Valor diferente do acordado,Cobrança Indevida,TechMart,BA,146.47,1.3
Entregador foi mal educado,Entrega,TechMart,CE,272.72,1.7
Defeito na tela do celular,Produto Defeituoso,FastDelivery,RJ,551.06,1.3
Produto chegou com defeito de fábrica,Produto Defeituoso,MegaStore,RJ,891.44,4.2
Produto não corresponde à descrição,Produto Defeituoso,FastDelivery,RJ,1884.05,13.7
Taxa não informada na contratação,Cobrança Indevida,TechMart,RJ,217.69,7.5
Produto não corresponde à descrição,Produto Defeituoso,FastDelivery,MG,409.23,7.1
Produto não foi entregue no prazo,Entrega,FastDelivery,RJ,656.48,1.2
Produto chegou com defeito de fábrica,Produto Defeituoso,MegaStore,PR,1816.41,12.7
Atendimento muito demorado no telefone,Atendimento,MegaStore,CE,73.0,3.5
Entregador foi mal educado,Entrega,MegaStore,SC,410.39,1.7
Produto não foi entregue no prazo,Entrega,SuperCompras,PE,222.56,6.0
Cobrança duplicada no cartão,Cobrança Indevida,EletroMax,RJ,294.08,4.7
Produto não foi entregue no prazo,Entrega,MegaStore,BA,72.61,2.2
Defeito na tela do celular,Produto Defeituoso,TechMart,SC,780.57,3.6
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,PE,0.85,16.9
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,SP,277.05,5.9
Atendente não soube me informar,Atendimento,FastDelivery,PE,4.48,2.0
Taxa não informada na contratação,Cobrança Indevida,TechMart,GO,446.15,1.9
Não consegui resolver meu problema,Atendimento,MegaStore,RJ,31.66,8.6
Produto não foi entregue no prazo,Entrega,TechMart,BA,87.91,5.2
Valor diferente do acordado,Cobrança Indevida,EletroMax,SC,255.42,3.3
Produto chegou muito atrasado,Entrega,SuperCompras,SP,200.28,2.6
Defeito na tela do celular,Produto Defeituoso,TechMart,MG,653.64,5.1
Valor diferente do acordado,Cobrança Indevida,MegaStore,GO,218.2,5.8
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,PE,1377.14,2.7
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,SC,330.96,7.4
Não recebi o produto comprado,Entrega,MegaStore,SP,230.71,6.1
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,RS,414.46,7.9
Defeito na tela do celular,Produto Defeituoso,TechMart,BA,270.62,5.9
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,TechMart,PE,369.64,6.3
Entregador foi mal educado,Entrega,FastDelivery,CE,747.57,2.7
Produto chegou muito atrasado,Entrega,SuperCompras,GO,634.24,6.0
Entrega foi feita no endereço errado,Entrega,FastDelivery,BA,145.74,1.2
Valor diferente do acordado,Cobrança Indevida,EletroMax,GO,81.91,5.2
Defeito na tela do celular,Produto Defeituoso,EletroMax,BA,586.05,1.5
Não consegui resolver meu problema,Atendimento,SuperCompras,PR,98.27,13.1
Não consegui resolver meu problema,Atendimento,MegaStore,CE,51.62,3.9
Produto chegou com defeito de fábrica,Produto Defeituoso,EletroMax,PE,1476.83,10.9
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,MG,350.38,3.0
Entrega foi feita no endereço errado,Entrega,EletroMax,MG,259.21,5.0
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,RJ,288.73,9.7
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,BA,456.05,1.9
Funcionário foi grosseiro e mal educado,Atendimento,SuperCompras,SP,92.26,11.8
Não recebi o produto comprado,Entrega,FastDelivery,RJ,564.0,1.2
Defeito na tela do celular,Produto Defeituoso,TechMart,RS,481.41,10.5
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,PR,118.97,3.2
Não recebi o produto comprado,Entrega,SuperCompras,PE,207.17,3.4
Defeito na tela do celular,Produto Defeituoso,EletroMax,GO,1652.22,1.8
Entrega foi feita no endereço errado,Entrega,MegaStore,CE,641.3,6.2
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,GO,1717.46,5.9
Produto não foi entregue no prazo,Entrega,TechMart,CE,61.55,5.2
Produto não foi entregue no prazo,Entrega,EletroMax,MG,393.14,5.3
Atendimento muito demorado no telefone,Atendimento,MegaStore,PE,70.59,18.3
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,SP,192.01,2.6
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,BA,1281.96,4.6
Não consegui resolver meu problema,Atendimento,EletroMax,PR,15.31,1.2
Cobraram valor a mais na fatura,Cobrança Indevida,TechMart,RS,293.92,4.9
Atendimento muito demorado no telefone,Atendimento,SuperCompras,RJ,68.59,16.8
Funcionário foi grosseiro e mal educado,Atendimento,SuperCompras,CE,36.97,10.2
Cobrança duplicada no cartão,Cobrança Indevida,TechMart,PE,374.62,9.0
Produto chegou muito atrasado,Entrega,TechMart,BA,591.85,1.3
Entregador foi mal educado,Entrega,FastDelivery,SC,133.56,2.9
Valor diferente do acordado,Cobrança Indevida,SuperCompras,SP,138.83,8.3
Produto não foi entregue no prazo,Entrega,MegaStore,RS,731.2,6.8
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,FastDelivery,RJ,1271.98,10.6
Não consegui resolver meu problema,Atendimento,SuperCompras,SP,48.27,7.3
Atendimento muito demorado no telefone,Atendimento,FastDelivery,MG,17.17,11.1
Fui mal atendido na loja física,Atendimento,EletroMax,BA,65.49,6.4
Entregador foi mal educado,Entrega,MegaStore,CE,675.94,1.2
Atendimento muito demorado no telefone,Atendimento,FastDelivery,RJ,56.12,10.0
Entregador foi mal educado,Entrega,MegaStore,RS,504.11,5.1
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,CE,213.33,1.3
Atendimento muito demorado no telefone,Atendimento,EletroMax,CE,11.44,6.8
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,MG,342.66,2.8
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,MG,361.76,4.5
Cobrança duplicada no cartão,Cobrança Indevida,EletroMax,MG,80.79,4.8
Produto chegou com defeito de fábrica,Produto Defeituoso,MegaStore,MG,1974.06,9.7
Entrega foi feita no endereço errado,Entrega,SuperCompras,GO,215.04,5.0
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,MG,311.53,1.8
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,MG,127.43,4.1
Produto não foi entregue no prazo,Entrega,TechMart,CE,284.34,1.1
Atendimento muito demorado no telefone,Atendimento,SuperCompras,PR,12.03,5.4
Fui mal atendido na loja física,Atendimento,EletroMax,GO,56.7,14.0
Cobrança duplicada no cartão,Cobrança Indevida,TechMart,RJ,73.24,4.7
Atendimento muito demorado no telefone,Atendimento,TechMart,PE,30.54,4.0
Entregador foi mal educado,Entrega,EletroMax,SP,312.59,1.6
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,PR,372.03,8.8
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,MG,34.19,4.2
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,MegaStore,SC,875.6,1.1
Entregador foi mal educado,Entrega,TechMart,PR,571.11,5.8
Entrega foi feita no endereço errado,Entrega,MegaStore,SP,282.61,5.0
Fui mal atendido na loja física,Atendimento,EletroMax,MG,21.61,12.2
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,BA,462.3,9.8
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,RS,41.28,17.3
Produto não foi entregue no prazo,Entrega,TechMart,GO,641.02,1.5
Cobrança duplicada no cartão,Cobrança Indevida,SuperCompras,MG,26.7,6.9
Entregador foi mal educado,Entrega,TechMart,BA,78.3,5.9
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,PE,331.63,2.5
Produto não foi entregue no prazo,Entrega,TechMart,SP,168.06,2.4
Cobrança duplicada no cartão,Cobrança Indevida,SuperCompras,MG,426.7,5.0
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,PR,96.94,14.2
Entregador foi mal educado,Entrega,EletroMax,CE,505.62,4.9
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,BA,47.94,10.8
Fui mal atendido na loja física,Atendimento,FastDelivery,SP,20.11,4.4
Cobrança duplicada no cartão,Cobrança Indevida,MegaStore,BA,248.84,3.4
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,MG,821.7,5.2
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,CE,431.73,5.5
Cobraram valor a mais na fatura,Cobrança Indevida,TechMart,PR,51.2,8.4
Não recebi o produto comprado,Entrega,EletroMax,RS,725.79,1.7
Fui mal atendido na loja física,Atendimento,EletroMax,CE,78.58,9.8
Produto chegou muito atrasado,Entrega,TechMart,RJ,498.13,4.5
Não recebi o produto comprado,Entrega,EletroMax,BA,39.57,6.3
Não recebi o produto comprado,Entrega,SuperCompras,PR,669.13,1.3
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,TechMart,SC,728.65,13.5
Produto não corresponde à descrição,Produto Defeituoso,TechMart,PE,1634.75,2.9
Entregador foi mal educado,Entrega,EletroMax,RS,617.98,3.7
Produto não foi entregue no prazo,Entrega,MegaStore,SP,396.57,5.1
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,MegaStore,RJ,806.86,3.4
Cobrança duplicada no cartão,Cobrança Indevida,MegaStore,RJ,175.51,6.3
Valor diferente do acordado,Cobrança Indevida,TechMart,SC,488.25,4.0
Defeito na tela do celular,Produto Defeituoso,MegaStore,BA,1545.08,14.6
Valor diferente do acordado,Cobrança Indevida,MegaStore,PE,50.98,6.2
Produto chegou muito atrasado,Entrega,EletroMax,GO,651.55,3.2
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,CE,35.64,16.8
Fui mal atendido na loja física,Atendimento,EletroMax,RJ,50.97,8.2
Defeito na tela do celular,Produto Defeituoso,MegaStore,MG,931.76,2.9
Não recebi o produto comprado,Entrega,MegaStore,PE,145.39,4.4
Atendente não soube me informar,Atendimento,SuperCompras,SC,13.03,6.9
Cobrança duplicada no cartão,Cobrança Indevida,EletroMax,SP,34.58,7.4
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,MG,700.94,11.2
Produto chegou muito atrasado,Entrega,EletroMax,PE,448.05,2.6
Produto não foi entregue no prazo,Entrega,TechMart,RJ,548.61,1.7
Cobrança duplicada no cartão,Cobrança Indevida,EletroMax,PE,457.7,7.7
Não consegui resolver meu problema,Atendimento,TechMart,GO,74.29,14.0
Produto não foi entregue no prazo,Entrega,MegaStore,PR,224.55,3.6
Cobrança duplicada no cartão,Cobrança Indevida,TechMart,RJ,46.76,1.5
Produto chegou muito atrasado,Entrega,EletroMax,CE,432.38,5.7
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,PE,221.37,3.8
Valor diferente do acordado,Cobrança Indevida,EletroMax,BA,386.74,1.2
Atendente não soube me informar,Atendimento,FastDelivery,RS,79.92,18.1
Produto veio danificado na entrega,Produto Defeituoso,MegaStore,SP,1957.09,14.9
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,PE,1744.79,8.8
Taxa não informada na contratação,Cobrança Indevida,EletroMax,SC,20.2,6.4
Fui mal atendido na loja física,Atendimento,TechMart,PR,88.41,9.6
Taxa não informada na contratação,Cobrança Indevida,EletroMax,PE,252.03,3.4
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,MG,254.78,8.1
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,GO,916.02,11.9
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,BA,65.56,4.5
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,PE,93.04,2.6
Atendente não soube me informar,Atendimento,EletroMax,RS,73.41,13.6
Entregador foi mal educado,Entrega,MegaStore,GO,336.5,4.1
Não recebi o produto comprado,Entrega,EletroMax,SP,348.16,3.4
Entrega foi feita no endereço errado,Entrega,FastDelivery,BA,667.72,2.0
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,PE,443.29,5.4
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,RS,451.96,5.0
Defeito na tela do celular,Produto Defeituoso,TechMart,SC,390.68,3.8
Não consegui resolver meu problema,Atendimento,SuperCompras,PR,26.8,7.2
Entregador foi mal educado,Entrega,TechMart,RS,196.17,2.0
Cobraram valor a mais na fatura,Cobrança Indevida,FastDelivery,SP,406.23,2.2
Atendimento muito demorado no telefone,Atendimento,TechMart,PR,53.79,6.9
Produto chegou muito atrasado,Entrega,FastDelivery,GO,728.58,5.4
Cobrança duplicada no cartão,Cobrança Indevida,EletroMax,SP,186.93,5.7
Taxa não informada na contratação,Cobrança Indevida,EletroMax,CE,433.39,2.4
Produto não foi entregue no prazo,Entrega,MegaStore,PE,405.79,1.9
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,SP,1164.69,13.6
Atendente não soube me informar,Atendimento,SuperCompras,PR,10.22,17.0
Produto não foi entregue no prazo,Entrega,MegaStore,MG,520.05,6.0
Entregador foi mal educado,Entrega,TechMart,CE,248.27,5.1
Taxa não informada na contratação,Cobrança Indevida,EletroMax,SP,280.42,9.8
Cobrança duplicada no cartão,Cobrança Indevida,MegaStore,MG,239.37,6.5
Taxa não informada na contratação,Cobrança Indevida,MegaStore,GO,224.0,3.5
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,SP,925.84,7.2
Cobraram valor a mais na fatura,Cobrança Indevida,FastDelivery,CE,122.59,2.8
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,RJ,198.3,5.0
Não recebi o produto comprado,Entrega,SuperCompras,CE,707.92,3.6
Não consegui resolver meu problema,Atendimento,MegaStore,PR,49.8,11.5
Não consegui resolver meu problema,Atendimento,EletroMax,BA,25.22,16.4
Entrega foi feita no endereço errado,Entrega,SuperCompras,RS,450.34,1.2
Taxa não informada na contratação,Cobrança Indevida,MegaStore,SP,276.19,2.3
Entregador foi mal educado,Entrega,EletroMax,SP,289.43,4.5
Entregador foi mal educado,Entrega,SuperCompras,SP,359.57,4.9
Entrega foi feita no endereço errado,Entrega,MegaStore,CE,34.56,3.3
Valor diferente do acordado,Cobrança Indevida,FastDelivery,MG,240.56,4.1
Atendimento muito demorado no telefone,Atendimento,TechMart,SC,74.82,18.2
Produto chegou muito atrasado,Entrega,EletroMax,RJ,419.68,5.3
Entregador foi mal educado,Entrega,MegaStore,CE,681.85,1.4
Entregador foi mal educado,Entrega,FastDelivery,PR,723.51,5.9
Entregador foi mal educado,Entrega,SuperCompras,SP,755.8,6.0
Cobraram valor a mais na fatura,Cobrança Indevida,TechMart,RS,122.6,6.9
Cobrança após cancelamento do serviço,Cobrança Indevida,MegaStore,GO,407.07,5.6
Produto não foi entregue no prazo,Entrega,FastDelivery,RJ,91.59,1.5
Defeito na tela do celular,Produto Defeituoso,MegaStore,BA,600.2,4.3
Produto não corresponde à descrição,Produto Defeituoso,FastDelivery,PE,341.62,2.5
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,RJ,379.0,2.8
Defeito na tela do celular,Produto Defeituoso,MegaStore,SC,1716.5,4.2
Produto não foi entregue no prazo,Entrega,EletroMax,PE,221.68,4.5
Produto chegou com defeito de fábrica,Produto Defeituoso,EletroMax,PR,827.19,3.4
Produto não corresponde à descrição,Produto Defeituoso,FastDelivery,BA,1424.35,5.7
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,CE,1633.36,5.5
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,MG,931.94,1.2
Não consegui resolver meu problema,Atendimento,EletroMax,MG,66.82,18.0
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,FastDelivery,RS,836.92,2.9
Taxa não informada na contratação,Cobrança Indevida,TechMart,CE,248.78,7.9
Não recebi o produto comprado,Entrega,SuperCompras,SC,558.72,6.0
